id,age,death_date,age_standard_deviation,age_at_death,latitude,longitude,y_haplogroup,mtdna_haplogroup
S97,5050,-3027,173,..,37.82060368,109.0505931,..,B4a4
M15-1,2250,-227,58,..,43.6097,93.1667,..,I1b
M15-2,2250,-227,58,..,43.6097,93.1667,..,U4
M4,2227,-204,52,..,43.6097,93.1667,..,U4'9
M820,2213,-190,66,..,43.6097,93.1667,n/a (female),U5b2c
X3,2250,-227,58,..,43.6097,93.1667,..,G3b
F004,2230,-207,52,..,43.6097,93.1667,n/a (female),A17
M010,2292,-269,60,..,43.6097,93.1667,n/a (female),D4j1b
M012,2224,-201,55,..,43.6097,93.1667,..,U5a2
M819,2250,-227,58,..,43.6097,93.1667,n/a (female),H15b1
M827,2300,-277,115,..,43.6097,93.1667,n/a  (sex unknown),..
M8R1,2231,-208,53,..,43.6097,93.1667,..,T1a1b
HJTM115,2225,-202,102,..,33.5922112,114.0221248,n/a (female),F4a2
JXNTM2,3250,-1227,144,..,35.1707822,113.1546898,..,A5b1b
JXNTM23,3332,-1309,68,..,35.1707822,113.1546898,n/a (female),C4a1a2
LGM41,2100,-77,58,..,33.8719844,113.9186659,..,M8a2b
LGM79,2250,-227,110,..,33.8719844,113.9186659,n/a (female),B4d1'2'3
HJTW13,2131,-108,83,..,33.5922112,114.0221248,..,..
HJTM107,3993,-1970,58,..,33.5922112,114.0221248,..,D4
HJTM109,3908,-1885,48,..,33.5922112,114.0221248,..,D4e1a
PLTM310,4088,-2065,61,..,33.7086342,114.9224618,n/a (female),D4b1a
PLTM311,4049,-2026,53,..,33.7086342,114.9224618,..,D4b1a
PLTM313,3934,-1911,51,..,33.7086342,114.9224618,n/a (female),F2h
WD-WT1H16,4536,-2513,102,..,34.1784472,113.3719748,..,N9a2
WD-WT5M2,3900,-1877,58,..,34.1784472,113.3719748,n/a (female),D5a2a
PLTM312,3977,-1954,59,..,33.7086342,114.9224618,..,D4b1a
WGM20,5250,-3227,144,..,34.8191841,113.3959228,n/a (female),..
WGM35,5950,-3927,158,..,34.8191841,113.3959228,n/a (female),F1
WGM43,5250,-3227,144,..,34.8191841,113.3959228,..,..
WGM70,5250,-3227,144,..,34.8191841,113.3959228,n/a (female),M8a2
WGM76S,5250,-3227,144,..,34.8191841,113.3959228,n/a (female),C4a1a1
WGM94,5250,-3227,144,..,34.8191841,113.3959228,..,B4d1
XW-M1R18,6927,-4904,153,..,34.564554,110.977875,..,D4g2a1
WGH35-1,5250,-3227,144,..,34.8191841,113.3959228,n/a (female),..
NAD59,0,2023,0,..,59.6,-107.3,..,..
NAD93,0,2023,0,..,59.6,-107.3,n/a (female),..
HG00530,0,2023,0,..,..,..,..,..
HG00531,0,2023,0,..,..,..,n/a (female),..
HG00403,0,2023,0,..,..,..,..,..
HG00404,0,2023,0,..,..,..,n/a (female),..
HG00406,0,2023,0,..,..,..,..,..
HG00407,0,2023,0,..,..,..,n/a (female),..
HG00409,0,2023,0,..,..,..,..,..
HG00410,0,2023,0,..,..,..,n/a (female),..
HG00419,0,2023,0,..,..,..,n/a (female),..
HG00421,0,2023,0,..,..,..,..,..
HG00422,0,2023,0,..,..,..,n/a (female),..
HG00428,0,2023,0,..,..,..,n/a (female),..
HG00436,0,2023,0,..,..,..,..,..
HG00437,0,2023,0,..,..,..,n/a (female),..
HG00442,0,2023,0,..,..,..,..,..
HG00443,0,2023,0,..,..,..,n/a (female),..
HG00445,0,2023,0,..,..,..,..,..
HG00446,0,2023,0,..,..,..,n/a (female),..
HG00448,0,2023,0,..,..,..,..,..
HG00449,0,2023,0,..,..,..,n/a (female),..
HG00451,0,2023,0,..,..,..,..,..
HG00452,0,2023,0,..,..,..,n/a (female),..
HG00457,0,2023,0,..,..,..,..,..
HG00458,0,2023,0,..,..,..,n/a (female),..
HG00463,0,2023,0,..,..,..,..,..
HG00464,0,2023,0,..,..,..,n/a (female),..
HG00472,0,2023,0,..,..,..,..,..
HG00473,0,2023,0,..,..,..,n/a (female),..
HG00475,0,2023,0,..,..,..,..,..
HG00476,0,2023,0,..,..,..,n/a (female),..
HG00478,0,2023,0,..,..,..,..,..
HG00479,0,2023,0,..,..,..,n/a (female),..
HG00500,0,2023,0,..,..,..,..,..
HG00501,0,2023,0,..,..,..,n/a (female),..
HG00513,0,2023,0,..,..,..,n/a (female),..
HG00524,0,2023,0,..,..,..,..,..
HG00525,0,2023,0,..,..,..,n/a (female),..
HG00533,0,2023,0,..,..,..,..,..
HG00534,0,2023,0,..,..,..,n/a (female),..
HG00536,0,2023,0,..,..,..,..,..
HG00537,0,2023,0,..,..,..,n/a (female),..
HG00542,0,2023,0,..,..,..,..,..
HG00543,0,2023,0,..,..,..,n/a (female),..
HG00556,0,2023,0,..,..,..,..,..
HG00557,0,2023,0,..,..,..,n/a (female),..
HG00559,0,2023,0,..,..,..,..,..
HG00560,0,2023,0,..,..,..,n/a (female),..
HG00565,0,2023,0,..,..,..,..,..
HG00566,0,2023,0,..,..,..,n/a (female),..
HG00580,0,2023,0,..,..,..,..,..
HG00581,0,2023,0,..,..,..,n/a (female),..
HG00583,0,2023,0,..,..,..,..,..
HG00584,0,2023,0,..,..,..,n/a (female),..
HG00589,0,2023,0,..,..,..,..,..
HG00590,0,2023,0,..,..,..,n/a (female),..
HG00592,0,2023,0,..,..,..,..,..
HG00593,0,2023,0,..,..,..,n/a (female),..
HG00595,0,2023,0,..,..,..,..,..
HG00596,0,2023,0,..,..,..,n/a (female),..
HG00598,0,2023,0,..,..,..,..,..
HG00599,0,2023,0,..,..,..,n/a (female),..
HG00607,0,2023,0,..,..,..,..,..
HG00608,0,2023,0,..,..,..,n/a (female),..
HG00610,0,2023,0,..,..,..,..,..
HG00611,0,2023,0,..,..,..,n/a (female),..
HG00613,0,2023,0,..,..,..,..,..
HG00614,0,2023,0,..,..,..,n/a (female),..
HG00619,0,2023,0,..,..,..,..,..
HG00620,0,2023,0,..,..,..,n/a (female),..
HG00622,0,2023,0,..,..,..,..,..
HG00623,0,2023,0,..,..,..,n/a (female),..
HG00625,0,2023,0,..,..,..,..,..
HG00626,0,2023,0,..,..,..,n/a (female),..
HG00628,0,2023,0,..,..,..,..,..
HG00629,0,2023,0,..,..,..,n/a (female),..
HG00631,0,2023,0,..,..,..,..,..
HG00632,0,2023,0,..,..,..,n/a (female),..
HG00634,0,2023,0,..,..,..,..,..
HG00635,0,2023,0,..,..,..,n/a (female),..
HG00650,0,2023,0,..,..,..,..,..
HG00651,0,2023,0,..,..,..,n/a (female),..
HG00653,0,2023,0,..,..,..,..,..
HG00654,0,2023,0,..,..,..,n/a (female),..
HG00656,0,2023,0,..,..,..,..,..
HG00657,0,2023,0,..,..,..,n/a (female),..
HG00662,0,2023,0,..,..,..,..,..
HG00663,0,2023,0,..,..,..,n/a (female),..
HG00671,0,2023,0,..,..,..,..,..
HG00672,0,2023,0,..,..,..,n/a (female),..
HG00674,0,2023,0,..,..,..,..,..
HG00675,0,2023,0,..,..,..,n/a (female),..
HG00683,0,2023,0,..,..,..,..,..
HG00684,0,2023,0,..,..,..,n/a (female),..
HG00689,0,2023,0,..,..,..,..,..
HG00690,0,2023,0,..,..,..,n/a (female),..
HG00692,0,2023,0,..,..,..,..,..
HG00693,0,2023,0,..,..,..,n/a (female),..
HG00698,0,2023,0,..,..,..,..,..
HG00699,0,2023,0,..,..,..,n/a (female),..
HG00701,0,2023,0,..,..,..,..,..
HG00702,0,2023,0,..,..,..,n/a (female),..
HG00704,0,2023,0,..,..,..,..,..
HG00705,0,2023,0,..,..,..,n/a (female),..
HG00707,0,2023,0,..,..,..,..,..
HG00708,0,2023,0,..,..,..,n/a (female),..
HG00717,0,2023,0,..,..,..,n/a (female),..
HG00728,0,2023,0,..,..,..,..,..
HG00729,0,2023,0,..,..,..,n/a (female),..
S_Chukchi-1,0,2023,0,..,69,169,..,..
HG01112,0,2023,0,..,6.230833,-75.590556,..,..
HG01113,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01119,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01121,0,2023,0,..,6.230833,-75.590556,..,..
HG01122,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01124,0,2023,0,..,6.230833,-75.590556,..,..
HG01125,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01130,0,2023,0,..,6.230833,-75.590556,..,..
HG01131,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01133,0,2023,0,..,6.230833,-75.590556,..,..
HG01134,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01136,0,2023,0,..,6.230833,-75.590556,..,..
HG01137,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01139,0,2023,0,..,6.230833,-75.590556,..,..
HG01140,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01142,0,2023,0,..,6.230833,-75.590556,..,..
HG01148,0,2023,0,..,6.230833,-75.590556,..,..
HG01149,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01250,0,2023,0,..,6.230833,-75.590556,..,..
HG01251,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01253,0,2023,0,..,6.230833,-75.590556,..,..
HG01254,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01256,0,2023,0,..,6.230833,-75.590556,..,..
HG01257,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01259,0,2023,0,..,6.230833,-75.590556,..,..
HG01260,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01269,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01271,0,2023,0,..,6.230833,-75.590556,..,..
HG01272,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01275,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01277,0,2023,0,..,6.230833,-75.590556,..,..
HG01280,0,2023,0,..,6.230833,-75.590556,..,..
HG01281,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01284,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01341,0,2023,0,..,6.230833,-75.590556,..,..
HG01342,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01344,0,2023,0,..,6.230833,-75.590556,..,..
HG01345,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01348,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01350,0,2023,0,..,6.230833,-75.590556,..,..
HG01351,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01353,0,2023,0,..,6.230833,-75.590556,..,..
HG01354,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01356,0,2023,0,..,6.230833,-75.590556,..,..
HG01357,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01359,0,2023,0,..,6.230833,-75.590556,..,..
HG01360,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01362,0,2023,0,..,6.230833,-75.590556,..,..
HG01363,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01365,0,2023,0,..,6.230833,-75.590556,..,..
HG01366,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01369,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01372,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01374,0,2023,0,..,6.230833,-75.590556,..,..
HG01375,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01377,0,2023,0,..,6.230833,-75.590556,..,..
HG01378,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01383,0,2023,0,..,6.230833,-75.590556,..,..
HG01384,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01389,0,2023,0,..,6.230833,-75.590556,..,..
HG01390,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01431,0,2023,0,..,6.230833,-75.590556,..,..
HG01432,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01435,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01437,0,2023,0,..,6.230833,-75.590556,..,..
HG01438,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01440,0,2023,0,..,6.230833,-75.590556,..,..
HG01441,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01443,0,2023,0,..,6.230833,-75.590556,..,..
HG01444,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01447,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01455,0,2023,0,..,6.230833,-75.590556,..,..
HG01456,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01459,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01461,0,2023,0,..,6.230833,-75.590556,..,..
HG01462,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01464,0,2023,0,..,6.230833,-75.590556,..,..
HG01465,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01468,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01474,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01479,0,2023,0,..,6.230833,-75.590556,..,..
HG01485,0,2023,0,..,6.230833,-75.590556,..,..
HG01486,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01488,0,2023,0,..,6.230833,-75.590556,..,..
HG01489,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01491,0,2023,0,..,6.230833,-75.590556,..,..
HG01492,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01494,0,2023,0,..,6.230833,-75.590556,..,..
HG01495,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01497,0,2023,0,..,6.230833,-75.590556,..,..
HG01498,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01550,0,2023,0,..,6.230833,-75.590556,..,..
HG01551,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01556,0,2023,0,..,6.230833,-75.590556,..,..
KIN002,201,1822,45,..,-5.08583,15.1287,..,n/a (<2x)
KIN004,207,1816,48,..,-5.08583,15.1287,..,L0a1b1a1
KIN003,140,1883,87,..,-5.08583,15.1287,..,n/a (<2x)
MTN001,766,1257,33,..,2.2324,28.44085,n/a (female),n/a (<2x)
NGO001,199,1824,51,..,-5.806,15.12388,..,n/a (<2x)
Cree5,0,2023,0,..,50.3,-102.5,..,..
Cree6,0,2023,0,..,50.3,-102.5,n/a (female),..
B_Crete-1,0,2023,0,..,35.166668,25.166666,n/a (female),..
B_Crete-2,0,2023,0,..,35.163,25.445,..,..
Ker1,1604,419,47,..,45.35059,36.468348,..,HV9a
I18712,3600,-1577,491,adult; 45+ yrs.,43.45783,16.74911,..,H1u
I18748,3700,-1677,87,adult ,43.130852,16.997339,..,X2k
I20502,5950,-3927,577,adult; 30-35 yrs.,45.312965,18.402813,..,H5a+152
I10045,6050,-4027,115,..,45.4482,17.6388,..,H13b1+200
I10046,6050,-4027,115,..,45.4482,17.6388,..,N1a1a1a3
I10047,6050,-4027,115,..,45.4482,17.6388,..,U2+152
I10048,6050,-4027,115,..,45.4482,17.6388,..,U5b2c
I10049,6050,-4027,115,..,45.4482,17.6388,..,U2+152
I10050,6050,-4027,115,..,45.4482,17.6388,n/a (female),T2b
I10052,6095,-4072,61,..,45.4482,17.6388,n/a (female),U5b1d1
I10053,6050,-4027,115,..,45.4482,17.6388,..,H5b
I10054,6050,-4027,115,..,45.4482,17.6388,..,H
I10056,6050,-4027,115,..,45.4482,17.6388,n/a (female),K1a3a
I10057,6050,-4027,115,..,45.4482,17.6388,n/a (female),H7
I10062,6050,-4027,115,..,45.4482,17.6388,..,H+16311
I10063,6050,-4027,115,..,45.4482,17.6388,..,H
I10064,6050,-4027,115,..,45.4482,17.6388,n/a (female),J1
I10065,6050,-4027,115,..,45.4482,17.6388,n/a (female),H42
I10069,6050,-4027,115,..,45.4482,17.6388,n/a (female),T2
I10070,6050,-4027,115,..,45.4482,17.6388,n/a (female),U2e1'2'3
I10071,6050,-4027,115,..,45.4482,17.6388,n/a (female),H26
I10072,6050,-4027,115,..,45.4482,17.6388,..,N1a1a
I10271,6050,-4027,115,..,45.4482,17.6388,..,T2b
I10272,6023,-4000,76,..,45.4482,17.6388,n/a (female),T2
I10273,6050,-4027,115,..,45.4482,17.6388,n/a (female),N1a1a1a2
I10274,6050,-4027,115,..,45.4482,17.6388,..,T1a1
I10275,6050,-4027,115,..,45.4482,17.6388,n/a (female),..
I10291,6050,-4027,115,..,45.4482,17.6388,n/a (female),T2b
I10293,6093,-4070,70,..,45.4482,17.6388,n/a (female),H4a1
I10294,6050,-4027,115,..,45.4482,17.6388,..,H
I10295,6050,-4027,115,..,45.4482,17.6388,..,n/a (<2x)
I10297,6050,-4027,115,..,45.4482,17.6388,n/a (female),X2b
I10299,6050,-4027,115,..,45.4482,17.6388,n/a (female),K1a4a1
I10303,6050,-4027,115,..,45.4482,17.6388,n/a (female),N1a1a
I10067,6050,-4027,115,..,45.4482,17.6388,n/a (female),H4a1
I10058,6050,-4027,115,..,45.4482,17.6388,..,K1b1b1
I10074,6050,-4027,115,..,45.4482,17.6388,n/a (female),K1a3a
I10068,6050,-4027,115,..,45.4482,17.6388,..,T1a2
I10061,6050,-4027,115,..,45.4482,17.6388,..,H5
I10292,6050,-4027,115,..,45.4482,17.6388,..,n/a (<2x)
I23904,2642,-619,75,..,44.555384,15.310516,n/a (female),T2b
I23911,2765,-742,17,..,44.555384,15.310516,..,T2a1a
I23995,2729,-706,34,..,44.555384,15.310516,..,H3b
I23996,2744,-721,8,..,44.555384,15.310516,n/a (female),H3b
I24638,2658,-635,77,..,44.555384,15.310516,..,U5a1g
I24639,2658,-635,77,..,44.555384,15.310516,..,H1
I24879,2599,-576,67,..,45.21455,15.315809,n/a (female),H5
I24882,2599,-576,67,..,45.173585,16.124298,..,H
I24883,2750,-727,29,..,44.694464,14.3927,n/a (female),HV0e
I5723,2374,-351,33,..,45.900833,15.700288,..,HV1a'b'c
I5724,2232,-209,53,..,45.900833,15.700288,..,U5b1d1a
I5725,2554,-531,99,adult ,45.900833,15.700288,..,H+195
I5726,2407,-384,49,..,45.900833,15.700288,n/a (female),T1a2a
I5727,2586,-563,77,..,45.900833,15.700288,n/a (female),J1c2
I5728,2224,-201,48,..,45.900833,15.700288,n/a (female),T1a5
I5729,2920,-897,41,..,46.255979,16.692342,..,V
I3313,2722,-699,39,adult ,43.894,15.977,n/a (female),HV0e
I5071,7582,-5559,30,adult ,43.35141,16.461788,n/a (female),H5a
I5072,7545,-5522,27,..,43.35141,16.461788,..,H7c
I3499,4718,-2695,65,..,45.338767,18.698861,..,T2e+152
I4175,4800,-2777,87,..,45.335618,19.060547,n/a (female),U4a
I24345,2900,-877,318,..,43.88741,15.72534,..,HV0e
I26742,2650,-627,58,Croatia_EIA,43.705878,16.520021,..,HV0e
I24344,2900,-877,318,..,43.88741,15.72534,n/a (female),H13a2a
I18831,2201,-178,144,adult ,43.88741,15.72534,..,H7
I18830,2201,-178,144,adult ,43.88741,15.72534,..,H7
I19017,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),H6a1a
I24342,3410,-1387,23,..,43.88741,15.72534,..,T2b23
I26773,3325,-1302,101,..,45.068212,13.70839,n/a (female),J1c2
I26774,3325,-1302,101,..,45.068212,13.70839,n/a (female),J1c2
I26893,3325,-1302,101,..,45.068212,13.70839,n/a (female),U8b1b1
I4331,3519,-1496,29,..,43.194,17.344,..,I1a1
I4332,3508,-1485,32,..,43.194,17.344,n/a (female),W3a1
I5073,3573,-1550,47,adult; 50-55 yrs.,43.607274,16.54708,..,J2a1a1
I5074,3385,-1362,30,adult; 45-50 yrs.,43.17,17.26,..,X2m
I5080,3631,-1608,38,adult : 30-35 years.,44.92,16.05,..,K1a4
I11843,3750,-1727,115,..,43.9672237,16.4326708,..,T1a1
I18088,3750,-1727,115,adult; 25-35 yrs.,43.9672237,16.4326708,..,H5
I18745,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),HV0e
I18746,3750,-1727,115,..,43.9672237,16.4326708,..,N1a1a1
I18747,3750,-1727,115,Old adult ,43.9672237,16.4326708,..,U5a1a
I18752,3750,-1727,115,adult ,43.9672237,16.4326708,..,H13a2a
I19019,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),H6a1a
I19025,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I19026,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I19027,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),H
I19029,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I19032,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I19022,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),H
I19016,3750,-1727,115,adult ,43.9672237,16.4326708,n/a (female),H6a1
I19031,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I19020,3750,-1727,115,..,43.9672237,16.4326708,n/a (female),H6a1a
I19030,3750,-1727,115,..,43.9672237,16.4326708,..,J1c1
I15462,1216,807,39,Infant,43.530795,16.260044,n/a (female),T1a1
I15741,1096,927,47,Newborn; <3 mo.,43.530795,16.260044,n/a (female),H
I15743,1029,994,41,Infant; 12-18 mo.,43.530795,16.260044,n/a (female),H7d
I15744,1228,795,29,Infant; 2 yrs.,43.530795,16.260044,n/a (female),X2e2b
I1879,396,1627,51,adult; 45+ yrs.,45.28274,18.79404,..,V6
I15742,1232,791,40,Adolescent; 16-18 yrs.,43.530795,16.260044,n/a (female),H3h6
I15463,1200,823,29,Fetus; 38-40 wks.,43.530795,16.260044,n/a (female),X2e2b
I1875,9056,-7033,93,..,42.96723,16.70719,n/a (female),U5b2b
I18071,3450,-1427,289,Sub adult; 8-10 yrs.,44.8520052,15.4199444,..,J1c2
I18072,3450,-1427,289,adult; 18-25 yrs.,44.8520052,15.4199444,..,H5n
I18073,3450,-1427,289,Adolescent; 12-18 yrs.,44.8520052,15.4199444,n/a (female),U5b1c1
I18074,3450,-1427,289,adult ,44.8520052,15.4199444,n/a (female),H
I18075,3450,-1427,289,Young adult; 15-20 yrs.,44.8520052,15.4199444,..,T2c1a2
I18077,3450,-1427,289,adult; 25-35 yrs.,44.8520052,15.4199444,n/a (female),U5a1a1
I18078,3450,-1427,289,adult; 20-30 yrs.,44.8520052,15.4199444,n/a (female),H5r
I18079,3450,-1427,289,adult; 25-35 yrs.,44.8520052,15.4199444,n/a (female),H46
I18082,3450,-1427,289,adult ,44.8520052,15.4199444,n/a (female),U5a1
I18086,3450,-1427,289,Young adult ,44.8520052,15.4199444,n/a (female),T2c1d+152
I18087,3450,-1427,289,adult; 20-30 yrs.,44.8520052,15.4199444,n/a (female),K1a+195
I18413,3100,-1077,202,adult; 25-35 yrs.,44.8520052,15.4199444,n/a (female),H1+16278
I18414,3100,-1077,202,adult; 40-50 yrs.,44.8520052,15.4199444,n/a (female),U5a1g
I18415,3100,-1077,202,Juvenile; 10-11 years.,44.8520052,15.4199444,..,H1aj1
I18416,3100,-1077,202,Sub adult; 8-10 yrs.,44.8520052,15.4199444,n/a (female),H3
I18417,3100,-1077,202,adult; 40+ yrs.,44.8520052,15.4199444,..,X2b+226
I18720,3100,-1077,202,adult; 45+ yrs.,44.8520052,15.4199444,n/a (female),U8b1b1
I18721,3100,-1077,202,adult ,44.8520052,15.4199444,..,T2b11
I18722,3100,-1077,202,adult; 50+ yrs.,44.8520052,15.4199444,n/a (female),U5a
I18723,3100,-1077,202,adult ,44.8520052,15.4199444,..,V1a1
I18724,3100,-1077,202,adult ,44.8520052,15.4199444,n/a (female),HV0e
I18725,3100,-1077,202,adult; 20-30 yrs.,44.8520052,15.4199444,..,V10b1
I18727,3100,-1077,202,adult; 20-30 yrs.,44.8520052,15.4199444,n/a (female),T2c1d+152
I18729,3100,-1077,202,adult ,44.8520052,15.4199444,..,T2b
I18730,3100,-1077,202,adult ,44.8520052,15.4199444,n/a (female),U5b2b5
I18732,3100,-1077,202,adult; 20-30 yrs.,44.8520052,15.4199444,..,HV24
I18733,3100,-1077,202,adult; 45+ yrs.,44.8520052,15.4199444,n/a (female),H1at
I18734,3100,-1077,202,adult ,44.8520052,15.4199444,n/a (female),T2a1b1
I18737,3100,-1077,202,Sub adult; 10-12 yrs.,44.8520052,15.4199444,..,U5b1c1a
I18738,3100,-1077,202,adult; 25-35 yrs.,44.8520052,15.4199444,n/a (female),H5a6
I18739,3100,-1077,202,adult; 40-50 yrs.,44.8520052,15.4199444,n/a (female),T2c1d+152
I18735,3100,-1077,202,adult ,44.8520052,15.4199444,n/a (female),U5a1a1
I18728,3100,-1077,202,adult; 40-50 yrs.,44.8520052,15.4199444,n/a (female),T2c1d+152
I18719,3100,-1077,202,adult ,44.8520052,15.4199444,..,HV0a1a
I18717,3100,-1077,202,adult; 40+ yrs.,44.8520052,15.4199444,..,H5r
I18085,3450,-1427,289,Sub adult; 8-10 yrs.,44.8520052,15.4199444,..,n/a (<2x)
I18718,3100,-1077,202,adult; 25-40 yrs.,44.8520052,15.4199444,n/a (female),n/a (<2x)
I18736,3100,-1077,202,adult ,44.8520052,15.4199444,n/a (female),n/a (<2x)
I18827,6450,-4427,289,Young adult; 18-20 yrs.,45.14585,18.061342,..,n/a (<2x)
I26738,7125,-5102,159,..,45.14585,18.061342,n/a (female),T2b
I26741,6585,-4562,47,..,45.55101,18.746617,n/a (female),T2b
I3498,7681,-5658,46,..,45.338767,18.698861,..,U8b1b1
I4168,6588,-4565,55,..,45.338767,18.698861,n/a (female),N1a1a
I5077,7001,-4978,74,28-35,45.55101,18.746617,..,U5a1c1
I5078,6571,-4548,45,30-38,45.55101,18.746617,..,H10+(16093)
I7399,7078,-5055,50,Juvenile; 0-5 yrs.,45.300857,18.779447,n/a (female),V1
I7398,6875,-4852,101,adult; 35-45 yrs.,45.300857,18.779447,..,H84
I7538,6875,-4852,101,adult; 35-50 yrs.,45.300857,18.779447,n/a (female),V1
I10055,7727,-5704,34,..,45.4482,17.6388,n/a (female),K1a1
I3433,7800,-5777,57,..,43.589,16.648,n/a (female),H1
I3947,7834,-5811,58,..,43.589,16.648,..,K1b1+(16093)
I3948,7863,-5840,51,..,43.589,16.648,..,N1a1a
I4167,6635,-4612,60,..,45.338767,18.698861,..,U5b2b
I5079,5421,-3398,114,..,45.488514,17.641285,n/a (female),J1c2
I2792,4676,-2653,85,..,45.335618,19.060547,..,T2c1d1
CAO001,849,1174,37,..,23.038,-81.497,..,C1d1
CAO002008,1326,697,50,..,23.038,-81.497,n/a (female),D1
CAO004,1214,809,53,..,23.038,-81.497,n/a (female),C
CAO006,2000,23,779,..,23.038,-81.497,..,D1
CAO010,2000,23,779,..,23.038,-81.497,..,C1d1
CAO011,905,1118,41,..,23.038,-81.497,..,D1
CAO014,1542,481,40,..,23.038,-81.497,..,D1
CAO015,3131,-1108,42,..,23.038,-81.497,n/a (female),C1d1
CAO016,2000,23,779,..,23.038,-81.497,n/a (female),A2+(64)
CAO017,2000,23,779,..,23.038,-81.497,..,..
CAO019,3188,-1165,47,..,23.038,-81.497,n/a (female),..
CAO020,3112,-1089,44,..,23.038,-81.497,n/a (female),A2+(64)
CAO021,750,1273,23,..,23.038,-81.497,n/a (female),D1
CAO022026,1313,710,17,..,23.038,-81.497,..,C
CAO023025,932,1091,22,..,23.038,-81.497,..,D1
CAO024,1319,704,16,..,23.038,-81.497,..,D1
CAO027,1299,724,13,..,23.038,-81.497,..,D1
CAO028,709,1314,17,..,23.038,-81.497,..,D1
CAO029,1323,700,16,..,23.038,-81.497,..,C
CAO030,1300,723,58,..,23.038,-81.497,n/a (female),A2
CAO031,1320,703,16,..,23.038,-81.497,n/a (female),H2a2a1
I11169,1328,695,14,..,23.038,-81.497,n/a (female),D1
I17588,1104,919,42,..,23.038,-81.497,n/a (female),D1
CAO018,3150,-1127,58,..,23.038,-81.497,n/a  (sex unknown),n/a (<2x)
CAO004,1214,809,53,..,23.038,-81.497,n/a (female),C1d1c1
CUC001,2000,23,779,..,23.05,-81.317,..,n/a (<2x)
